"","Name","ID","Description","Gene Width","Sum of Exon Widths","Number of Exons","Class","InterPro Accession"
"ENSG00000085719.13","CPNE3","ENSG00000085719.13","copine 3",47064,15104,81,"protein_coding","IPR000008"
"ENSG00000170289.13","CNGB3","ENSG00000170289.13","cyclic nucleotide gated channel subunit beta 3",189699,13891,61,"protein_coding",""
"ENSG00000176571.13","CNBD1","ENSG00000176571.13","cyclic nucleotide binding domain containing 1",748805,5474,42,"protein_coding","IPR000595"
"ENSG00000176566.5","DCAF4L2","ENSG00000176566.5","DDB1 and CUL4 associated factor 4 like 2",3269,3269,1,"protein_coding","IPR001680"
"ENSG00000156103.16","MMP16","ENSG00000156103.16","matrix metallopeptidase 16",296015,14219,26,"protein_coding","IPR000585"
"ENSG00000104312.8","RIPK2","ENSG00000104312.8","receptor interacting serine/threonine kinase 2",33259,5485,26,"protein_coding",""
"ENSG00000164823.11","OSGIN2","ENSG00000164823.11","oxidative stress induced growth inhibitor family member 2",26040,13230,23,"protein_coding","IPR029731"
"ENSG00000104320.15","NBN","ENSG00000104320.15","nibrin",78714,190256,505,"protein_coding","IPR000253"
"ENSG00000104325.7","DECR1","ENSG00000104325.7","2,4-dienoyl-CoA reductase 1",52229,15797,117,"protein_coding",""
"ENSG00000104327.7","CALB1","ENSG00000104327.7","calbindin 1",36868,14607,59,"protein_coding","IPR002048"
"ENSG00000180694.14","TMEM64","ENSG00000180694.14","transmembrane protein 64",169638,13374,25,"protein_coding","IPR032816"
"ENSG00000123119.12","NECAB1","ENSG00000123119.12","N-terminal EF-hand calcium binding protein 1",167653,10576,35,"protein_coding","IPR002048"
"ENSG00000253250.3","C8orf88","ENSG00000253250.3","chromosome 8 open reading frame 88",26768,1041,6,"protein_coding",""
"ENSG00000155099.8","PIP4P2","ENSG00000155099.8","phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2",47071,6125,34,"protein_coding","IPR019178"
"ENSG00000155100.11","OTUD6B","ENSG00000155100.11","OTU deubiquitinase 6B",16900,16135,42,"protein_coding","IPR003323"
"ENSG00000214954.9","LRRC69","ENSG00000214954.9","leucine rich repeat containing 69",117426,5796,32,"protein_coding",""
"ENSG00000147606.9","SLC26A7","ENSG00000147606.9","solute carrier family 26 member 7",188662,30059,144,"protein_coding",""
"ENSG00000079102.18","RUNX1T1","ENSG00000079102.18","RUNX1 partner transcriptional co-repressor 1",148414,63719,298,"protein_coding","IPR002893"
"ENSG00000205133.12","TRIQK","ENSG00000205133.12","triple QxxK/R motif containing",134142,31496,102,"protein_coding","IPR024842"
"ENSG00000188343.14","CIBAR1","ENSG00000188343.14","CBY1 interacting BAR domain containing 1",32967,20436,113,"protein_coding","IPR009602"
"ENSG00000183808.12","RBM12B","ENSG00000183808.12","RNA binding motif protein 12B",12863,42795,17,"protein_coding","IPR000504"
"ENSG00000164953.17","TMEM67","ENSG00000164953.17","transmembrane protein 67",64391,138019,953,"protein_coding","IPR019170"
"ENSG00000164951.16","PDP1","ENSG00000164951.16","pyruvate dehydrogenase phosphatase catalytic subunit 1",68262,17118,25,"protein_coding","IPR000222"
"ENSG00000079112.10","CDH17","ENSG00000079112.10","cadherin 17",90142,9701,60,"protein_coding","IPR002126"
"ENSG00000164949.8","GEM","ENSG00000164949.8","GTP binding protein overexpressed in skeletal muscle",13098,6231,16,"protein_coding","IPR001806"
"ENSG00000197275.14","RAD54B","ENSG00000197275.14","RAD54 homolog B",103156,9442,44,"protein_coding","IPR000330"
"ENSG00000265817.4","FSBP","ENSG00000265817.4","fibrinogen silencer binding protein",58576,7863,14,"protein_coding",""
"ENSG00000164944.12","VIRMA","ENSG00000164944.12","vir like m6A methyltransferase associated",65841,22795,78,"protein_coding","IPR016024"
"ENSG00000104413.18","ESRP1","ENSG00000104413.18","epithelial splicing regulatory protein 1",66393,27261,114,"protein_coding","IPR000504"
"ENSG00000156162.16","DPY19L4","ENSG00000156162.16","dpy-19 like 4",74134,11100,53,"protein_coding","IPR018732"
"ENSG00000164941.14","INTS8","ENSG00000164941.14",NA,68436,27935,212,"protein_coding",NA
"ENSG00000175305.18","CCNE2","ENSG00000175305.18","cyclin E2",16909,10472,62,"protein_coding","IPR004367"
"ENSG00000156170.14","NDUFAF6","ENSG00000156170.14","NADH:ubiquinone oxidoreductase complex assembly factor 6",220923,45079,222,"protein_coding",""
"ENSG00000164938.14","TP53INP1","ENSG00000164938.14","tumor protein p53 inducible nuclear protein 1",23407,11236,9,"protein_coding","IPR029431"
"ENSG00000175895.5","PLEKHF2","ENSG00000175895.5","pleckstrin homology and FYVE domain containing 2",41057,16978,16,"protein_coding","IPR000306"
"ENSG00000156172.6","CFAP418","ENSG00000156172.6","cilia and flagella associated protein 418",24289,3340,6,"protein_coding","IPR029239"
"ENSG00000156466.11","GDF6","ENSG00000156466.11","growth differentiation factor 6",18474,3712,2,"protein_coding","IPR001111"
"ENSG00000156467.10","UQCRB","ENSG00000156467.10","ubiquinol-cytochrome c reductase binding protein",12600,18002,35,"protein_coding","IPR003197"
"ENSG00000156469.9","MTERF3","ENSG00000156469.9","mitochondrial transcription termination factor 3",22213,5328,31,"protein_coding","IPR003690"
"ENSG00000156471.13","PTDSS1","ENSG00000156471.13","phosphatidylserine synthase 1",75094,11206,46,"protein_coding","IPR004277"
"ENSG00000169439.12","SDC2","ENSG00000169439.12","syndecan 2",117978,9133,35,"protein_coding","IPR001050"
"ENSG00000104324.16","CPQ","ENSG00000104324.16","carboxypeptidase Q",504413,7128,32,"protein_coding","IPR007484"
"ENSG00000180543.5","TSPYL5","ENSG00000180543.5","TSPY like 5",4441,4441,1,"protein_coding","IPR002164"
"ENSG00000147649.10","MTDH","ENSG00000147649.10","metadherin",86077,12198,42,"protein_coding","IPR031402"
"ENSG00000104341.17","LAPTM4B","ENSG00000104341.17","lysosomal protein transmembrane 4 beta",77957,8991,26,"protein_coding","IPR004687"
"ENSG00000132561.14","MATN2","ENSG00000132561.14","matrilin 2",167885,29489,162,"protein_coding","IPR000152"
"ENSG00000156482.11","RPL30","ENSG00000156482.11","ribosomal protein L30",21619,8146,46,"protein_coding","IPR000231"
"ENSG00000177459.11","ERICH5","ENSG00000177459.11","glutamate rich 5",29089,2099,5,"protein_coding","IPR027856"
"ENSG00000132541.11","RIDA","ENSG00000132541.11","reactive intermediate imine deaminase A homolog",14828,4522,29,"protein_coding","IPR006056"
"ENSG00000104356.11","POP1","ENSG00000104356.11","POP1 homolog, ribonuclease P/MRP subunit",42543,9074,39,"protein_coding","IPR009723"
"ENSG00000104361.10","NIPAL2","ENSG00000104361.10","NIPA like domain containing 2",104568,12570,50,"protein_coding","IPR008521"
"ENSG00000104375.17","STK3","ENSG00000104375.17","serine/threonine kinase 3",571600,25411,101,"protein_coding","IPR000719"
"ENSG00000156486.8","KCNS2","ENSG00000156486.8","potassium voltage-gated channel modifier subfamily S member 2",5896,9628,4,"protein_coding","IPR000210"
"ENSG00000164920.10","OSR2","ENSG00000164920.10","odd-skipped related transciption factor 2",7702,12438,31,"protein_coding","IPR013087"
"ENSG00000132549.20","VPS13B","ENSG00000132549.20","vacuolar protein sorting 13 homolog B",864315,122105,585,"protein_coding",""
"ENSG00000164919.11","COX6C","ENSG00000164919.11","cytochrome c oxidase subunit 6C",20508,6627,42,"protein_coding",""
"ENSG00000132554.21","RGS22","ENSG00000132554.21","regulator of G protein signaling 22",170333,25746,176,"protein_coding","IPR016137"
"ENSG00000156509.14","FBXO43","ENSG00000156509.14","F-box protein 43",12467,8994,13,"protein_coding","IPR001810"
"ENSG00000147669.11","POLR2K","ENSG00000147669.11","RNA polymerase II, I and III subunit K",3381,2511,10,"protein_coding","IPR006591"
"ENSG00000104450.13","SPAG1","ENSG00000104450.13","sperm associated antigen 1",101373,12695,66,"protein_coding","IPR011990"
"ENSG00000034677.13","RNF19A","ENSG00000034677.13","ring finger protein 19A, RBR E3 ubiquitin protein ligase",79159,15906,61,"protein_coding","IPR001841"
"ENSG00000186106.11","ANKRD46","ENSG00000186106.11","ankyrin repeat domain 46",50033,16472,43,"protein_coding","IPR002110"
"ENSG00000174226.9","SNX31","ENSG00000174226.9","sorting nexin 31",90527,6369,46,"protein_coding","IPR001683"
"ENSG00000070756.17","PABPC1","ENSG00000070756.17","poly(A) binding protein cytoplasmic 1",36994,84661,448,"protein_coding","IPR036053"
"ENSG00000164924.18","YWHAZ","ENSG00000164924.18","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta",36866,35900,111,"protein_coding","IPR000308"
"ENSG00000120963.12","ZNF706","ENSG00000120963.12","zinc finger protein 706",28316,14234,55,"protein_coding","IPR007513"
"ENSG00000083307.12","GRHL2","ENSG00000083307.12","grainyhead like transcription factor 2",177288,9498,44,"protein_coding",""
"ENSG00000104490.18","NCALD","ENSG00000104490.18","neurocalcin delta",438366,31331,128,"protein_coding","IPR002048"
"ENSG00000048392.13","RRM2B","ENSG00000048392.13","ribonucleotide reductase regulatory TP53 inducible subunit M2B",34460,10694,50,"protein_coding","IPR000358"
"ENSG00000104517.13","UBR5","ENSG00000104517.13","ubiquitin protein ligase E3 component n-recognin 5",160487,38041,224,"protein_coding","IPR000569"
"ENSG00000155087.4","ODF1","ENSG00000155087.4","outer dense fiber of sperm tails 1",9430,1394,4,"protein_coding","IPR002068"
"ENSG00000155090.15","KLF10","ENSG00000155090.15","KLF transcription factor 10",6942,6574,8,"protein_coding","IPR013087"
"ENSG00000155096.15","AZIN1","ENSG00000155096.15","antizyme inhibitor 1",67754,48563,162,"protein_coding","IPR000183"
"ENSG00000289653.1","ENSG00000289653","ENSG00000289653.1","novel protein",5815,159,2,"protein_coding",""
"ENSG00000155097.12","ATP6V1C1","ENSG00000155097.12","ATPase H+ transporting V1 subunit C1",51989,15302,58,"protein_coding","IPR004907"
"ENSG00000164929.17","BAALC","ENSG00000164929.17","BAALC binder of MAP3K1 and KLF4",89593,9657,24,"protein_coding","IPR009728"
"ENSG00000164930.12","FZD6","ENSG00000164930.12","frizzled class receptor 6",34434,20027,48,"protein_coding","IPR000539"
"ENSG00000164932.13","CTHRC1","ENSG00000164932.13","collagen triple helix repeat containing 1",11452,3569,13,"protein_coding",""
"ENSG00000164933.13","SLC25A32","ENSG00000164933.13","solute carrier family 25 member 32",16555,13593,33,"protein_coding",""
"ENSG00000285982.1","ENSG00000285982","ENSG00000285982.1","novel protein",103238,2879,9,"protein_coding","IPR002067"
"ENSG00000164934.15","DCAF13","ENSG00000164934.15","DDB1 and CUL4 associated factor 13",28740,20249,62,"protein_coding","IPR001680"
"ENSG00000176406.25","RIMS2","ENSG00000176406.25","regulating synaptic membrane exocytosis 2",753821,150556,613,"protein_coding","IPR000008"
"ENSG00000147647.13","DPYS","ENSG00000147647.13","dihydropyrimidinase",136732,6588,30,"protein_coding","IPR006680"
"ENSG00000164935.6","DCSTAMP","ENSG00000164935.6","dendrocyte expressed seven transmembrane protein",17603,7375,21,"protein_coding","IPR012858"
"ENSG00000147650.12","LRP12","ENSG00000147650.12","LDL receptor related protein 12",100028,19363,26,"protein_coding","IPR000859"
"ENSG00000169946.14","ZFPM2","ENSG00000169946.14","zinc finger protein, FOG family member 2",1213807,20067,57,"protein_coding","IPR013087"
"ENSG00000164830.19","OXR1","ENSG00000164830.19","oxidation resistance 1",482551,36683,131,"protein_coding","IPR006571"
"ENSG00000174429.4","ABRA","ENSG00000174429.4","actin binding Rho activating protein",10762,2754,2,"protein_coding","IPR026111"
"ENSG00000154188.10","ANGPT1","ENSG00000154188.10","angiopoietin 1",248574,16106,46,"protein_coding","IPR002181"
"ENSG00000147655.12","RSPO2","ENSG00000147655.12","R-spondin 2",184327,14202,40,"protein_coding","IPR000884"
"ENSG00000104408.11","EIF3E","ENSG00000104408.11","eukaryotic translation initiation factor 3 subunit E",280710,114643,564,"protein_coding","IPR000717"
"ENSG00000104412.8","EMC2","ENSG00000104412.8","ER membrane protein complex subunit 2",45596,9027,47,"protein_coding","IPR011990"
"ENSG00000164841.5","TMEM74","ENSG00000164841.5","transmembrane protein 74",180745,7538,6,"protein_coding","IPR029695"
"ENSG00000174417.3","TRHR","ENSG00000174417.3","thyrotropin releasing hormone receptor",34981,5109,5,"protein_coding","IPR000276"
"ENSG00000120526.12","NUDCD1","ENSG00000120526.12","NudC domain containing 1",93203,36402,97,"protein_coding","IPR007052"
"ENSG00000120533.13","ENY2","ENSG00000120533.13","ENY2 transcription and export complex 2 subunit",11631,19657,65,"protein_coding",""
"ENSG00000205038.12","PKHD1L1","ENSG00000205038.12","PKHD1 like 1",174747,24928,108,"protein_coding","IPR002909"
"ENSG00000147654.16","EBAG9","ENSG00000147654.16","estrogen receptor binding site associated antigen 9",30362,21541,83,"protein_coding","IPR017025"
"ENSG00000289767.1","ENSG00000289767","ENSG00000289767.1","novel protein",75,75,1,"protein_coding",""
"ENSG00000147642.17","SYBU","ENSG00000147642.17","syntabulin",117814,61707,203,"protein_coding","IPR028197"
"ENSG00000164794.9","KCNV1","ENSG00000164794.9","potassium voltage-gated channel modifier subfamily V member 1",12136,9839,7,"protein_coding","IPR000210"
"ENSG00000164796.18","CSMD3","ENSG00000164796.18","CUB and Sushi multiple domains 3",1214012,61662,299,"protein_coding","IPR000436"
"ENSG00000104447.13","TRPS1","ENSG00000104447.13","transcriptional repressor GATA binding 1",401178,40785,58,"protein_coding","IPR000679"
"ENSG00000147677.12","EIF3H","ENSG00000147677.12","eukaryotic translation initiation factor 3 subunit H",124796,12275,56,"protein_coding","IPR000555"
"ENSG00000147679.12","UTP23","ENSG00000147679.12","UTP23 small subunit processome component",82959,9027,24,"protein_coding",""
"ENSG00000164754.16","RAD21","ENSG00000164754.16","RAD21 cohesin complex component",28843,88653,218,"protein_coding","IPR006909"
"ENSG00000205002.4","AARD","ENSG00000205002.4","alanine and arginine rich domain containing protein",6281,2791,4,"protein_coding","IPR051771"
"ENSG00000164756.13","SLC30A8","ENSG00000164756.13","solute carrier family 30 member 8",226442,20634,57,"protein_coding","IPR002524"
"ENSG00000164758.7","MED30","ENSG00000164758.7","mediator complex subunit 30",19550,2590,11,"protein_coding","IPR021019"
"ENSG00000182197.13","EXT1","ENSG00000182197.13","exostosin glycosyltransferase 1",317337,15027,40,"protein_coding","IPR004263"
"ENSG00000177570.15","SAMD12","ENSG00000177570.15","sterile alpha motif domain containing 12",432658,20284,47,"protein_coding","IPR001660"
"ENSG00000164761.9","TNFRSF11B","ENSG00000164761.9","TNF receptor superfamily member 11b",28329,4080,13,"protein_coding","IPR000488"
"ENSG00000184374.3","COLEC10","ENSG00000184374.3","collectin subfamily member 10",113004,3803,13,"protein_coding","IPR001304"
"ENSG00000147676.14","MAL2","ENSG00000147676.14","mal, T cell differentiation protein 2",80640,4869,17,"protein_coding","IPR008253"
"ENSG00000136999.5","CCN3","ENSG00000136999.5","cellular communication network factor 3",7989,3007,7,"protein_coding","IPR000867"
"ENSG00000136960.13","ENPP2","ENSG00000136960.13","ectonucleotide pyrophosphatase/phosphodiesterase 2",116368,20025,143,"protein_coding","IPR001212"
"ENSG00000064313.13","TAF2","ENSG00000064313.13","TATA-box binding protein associated factor 2",102090,179020,882,"protein_coding","IPR016024"
"ENSG00000136982.6","DSCC1","ENSG00000136982.6","DNA replication and sister chromatid cohesion 1",21919,2901,11,"protein_coding","IPR019128"
"ENSG00000155792.10","DEPTOR","ENSG00000155792.10","DEP domain containing MTOR interacting protein",177202,4532,22,"protein_coding","IPR000591"
"ENSG00000187955.13","COL14A1","ENSG00000187955.13","collagen type XIV alpha 1 chain",313794,28689,197,"protein_coding",""
"ENSG00000172172.8","MRPL13","ENSG00000172172.8","mitochondrial ribosomal protein L13",64642,7361,30,"protein_coding",""
"ENSG00000172167.8","MTBP","ENSG00000172167.8","MDM2 binding protein",96734,11492,53,"protein_coding",""
"ENSG00000172164.15","SNTB1","ENSG00000172164.15","syntrophin beta 1",277529,18034,33,"protein_coding","IPR001478"
"ENSG00000170961.7","HAS2","ENSG00000170961.7","hyaluronan synthase 2",29325,4240,4,"protein_coding","IPR029044"
"ENSG00000178764.8","ZHX2","ENSG00000178764.8","zinc fingers and homeoboxes 2",192856,5234,6,"protein_coding","IPR001356"
"ENSG00000136986.10","DERL1","ENSG00000136986.10","derlin 1",29133,12755,40,"protein_coding","IPR007599"
"ENSG00000156787.17","TBC1D31","ENSG00000156787.17","TBC1 domain family member 31",110186,29156,162,"protein_coding","IPR001680"
"ENSG00000147689.17","FAM83A","ENSG00000147689.17","family with sequence similarity 83 member A",31120,18803,39,"protein_coding","IPR012461"
"ENSG00000189376.12","C8orf76","ENSG00000189376.12","chromosome 8 open reading frame 76",21411,5341,27,"protein_coding","IPR011990"
"ENSG00000259305.6","ZHX1-C8orf76","ENSG00000259305.6","ZHX1-C8orf76 readthrough",48096,1838,10,"protein_coding","IPR011990"
"ENSG00000165156.15","ZHX1","ENSG00000165156.15","zinc fingers and homeoboxes 1",27091,17474,25,"protein_coding","IPR001356"
"ENSG00000156802.13","ATAD2","ENSG00000156802.13","ATPase family AAA domain containing 2",96501,24861,139,"protein_coding",""
"ENSG00000156795.8","NTAQ1","ENSG00000156795.8","N-terminal glutamine amidase 1",53303,12077,61,"protein_coding","IPR023128"
"ENSG00000156804.7","FBXO32","ENSG00000156804.7","F-box protein 32",43318,11648,36,"protein_coding","IPR036047"
"ENSG00000175946.9","KLHL38","ENSG00000175946.9","kelch like family member 38",9360,5242,7,"protein_coding","IPR000210"
"ENSG00000104537.17","ANXA13","ENSG00000104537.17","annexin A13",56609,6438,35,"protein_coding","IPR001464"
"ENSG00000176853.16","FAM91A1","ENSG00000176853.16","family with sequence similarity 91 member A1",47014,16462,90,"protein_coding","IPR028091"
"ENSG00000214814.7","FER1L6","ENSG00000214814.7","fer-1 like family member 6",268075,6051,41,"protein_coding","IPR000008"
